name,energy,dose,z,y
c02_E100.0_D6.4,100.0,6.4,25.2131,-3.4885
c02_E100.0_D6.4,100.0,6.4,26.8702,-4.1113
c02_E100.0_D6.4,100.0,6.4,29.4998,-4.9675
c02_E100.0_D6.4,100.0,6.4,30.1652,-5.1178
c02_E100.0_D6.4,100.0,6.4,31.6207,-5.2793
c02_E100.0_D6.4,100.0,6.4,36.4268,-5.9872
c02_E100.0_D6.4,100.0,6.4,40.0971,-6.2521
c02_E100.0_D6.4,100.0,6.4,41.1331,-6.3181
c02_E100.0_D6.4,100.0,6.4,42.8332,-5.9275
c02_E100.0_D6.4,100.0,6.4,43.6603,-5.9063
c02_E100.0_D6.4,100.0,6.4,45.2752,-5.4567
c02_E100.0_D6.4,100.0,6.4,51.2064,-3.9922
c02_E100.0_D6.4,100.0,6.4,53.7085,-3.4698
c02_E100.0_D6.4,100.0,6.4,55.0358,-3.1101
c02_E100.0_D6.4,100.0,6.4,58.7753,-2.3231
c02_E100.0_D6.4,100.0,6.4,60.6860,-1.7773
c02_E100.0_D6.4,100.0,6.4,63.2488,-1.2284
c02_E100.0_D6.4,100.0,6.4,64.8220,-0.9346
c02_E100.0_D6.4,100.0,6.4,69.7037,-0.4477
c02_E100.0_D6.4,100.0,6.4,70.2457,-0.3745
c02_E100.0_D6.4,100.0,6.4,70.3342,-0.4292
c02_E100.0_D6.4,100.0,6.4,70.8084,-0.4264
c02_E100.0_D6.4,100.0,6.4,76.1482,-0.1071
c02_E100.0_D6.4,100.0,6.4,77.8323,0.0124
c02_E100.0_D6.4,100.0,6.4,80.4512,0.1033
c02_E100.0_D6.4,100.0,6.4,80.5486,0.1691
c02_E100.0_D6.4,100.0,6.4,80.5767,-0.0483
c02_E100.0_D6.4,100.0,6.4,85.6998,0.0316
c02_E100.0_D6.4,100.0,6.4,86.4441,0.0957
c02_E100.0_D6.4,100.0,6.4,91.8420,0.2477
c02_E100.0_D6.4,100.0,6.4,92.0484,0.1824
c02_E100.0_D6.4,100.0,6.4,94.0253,0.2678
c02_E100.0_D6.4,100.0,6.4,95.0635,0.1477
c02_E100.0_D6.4,100.0,6.4,97.0448,-0.0941
c02_E100.0_D6.4,100.0,6.4,100.7326,-0.0546
c02_E100.0_D6.4,100.0,6.4,100.7665,0.1613
c02_E100.0_D6.4,100.0,6.4,100.9426,-0.0237
c02_E100.0_D6.4,100.0,6.4,102.0965,0.1388
c02_E100.0_D6.4,100.0,6.4,103.1834,-0.0130
c02_E100.0_D6.4,100.0,6.4,106.5198,0.3850
c02_E100.0_D6.4,100.0,6.4,108.8360,0.0698
c02_E100.0_D6.4,100.0,6.4,111.5732,0.1920
c02_E100.0_D6.4,100.0,6.4,117.4798,0.0736
c02_E100.0_D6.4,100.0,6.4,118.9893,0.0145
c02_E100.0_D6.4,100.0,6.4,126.0101,-0.0156
c02_E100.0_D6.4,100.0,6.4,127.5532,0.0639
c02_E100.0_D6.4,100.0,6.4,131.4319,-0.0576
c02_E100.0_D6.4,100.0,6.4,133.4386,0.0053
c02_E100.0_D6.4,100.0,6.4,133.4953,0.0339
c02_E100.0_D6.4,100.0,6.4,133.8885,0.0489
c02_E100.0_D6.4,100.0,6.4,134.9707,-0.0049
c02_E100.0_D6.4,100.0,6.4,138.9830,-0.0051
c02_E100.0_D6.4,100.0,6.4,145.7628,-0.0198
c02_E100.0_D6.4,100.0,6.4,149.2418,0.0237
c02_E100.0_D6.4,100.0,6.4,149.5181,0.0558
c02_E100.0_D6.4,100.0,6.4,149.6826,0.0087
c02_E100.0_D6.4,100.0,6.4,150.6095,0.1041
c02_E100.0_D6.4,100.0,6.4,153.7849,0.0090
c02_E100.0_D6.4,100.0,6.4,155.9657,-0.0006
c02_E100.0_D6.4,100.0,6.4,161.2949,-0.0117
c02_E100.0_D6.4,100.0,6.4,164.0572,-0.0160
c02_E100.0_D6.4,100.0,6.4,164.2857,-0.0394
c02_E100.0_D6.4,100.0,6.4,169.3439,0.0872
c02_E100.0_D6.4,100.0,6.4,172.7436,0.1107
c02_E100.0_D6.4,100.0,6.4,173.4974,0.0043
c02_E100.0_D6.4,100.0,6.4,174.5896,-0.0974
c02_E100.0_D6.4,100.0,6.4,178.6606,-0.1728
c02_E100.0_D6.4,100.0,6.4,180.3718,-0.0377
c02_E100.0_D6.4,100.0,6.4,181.1592,-0.0559
c02_E100.0_D6.4,100.0,6.4,183.3154,0.0453
c02_E100.0_D6.4,100.0,6.4,184.7530,0.0209
c02_E100.0_D6.4,100.0,6.4,190.6402,0.0011
c02_E100.0_D6.4,100.0,6.4,191.8152,0.0423
c02_E100.0_D6.4,100.0,6.4,196.9623,0.0573
c02_E100.0_D6.4,100.0,6.4,198.7293,-0.0993
c02_E100.0_D6.4,100.0,6.4,200.0000,0.0703
c02_E100.0_D6.4,100.0,6.4,200.0000,-0.0561
c03_E100.0_D6.8,100.0,6.8,0.0000,3.0182
c03_E100.0_D6.8,100.0,6.8,0.8206,3.1651
c03_E100.0_D6.8,100.0,6.8,5.3705,2.0443
c03_E100.0_D6.8,100.0,6.8,9.3360,1.4783
c03_E100.0_D6.8,100.0,6.8,15.1693,-0.3027
c03_E100.0_D6.8,100.0,6.8,17.2013,-1.0470
c03_E100.0_D6.8,100.0,6.8,17.3181,-0.9931
c03_E100.0_D6.8,100.0,6.8,17.3915,-1.0607
c03_E100.0_D6.8,100.0,6.8,20.3683,-2.0905
c03_E100.0_D6.8,100.0,6.8,21.4238,-2.4834
c03_E100.0_D6.8,100.0,6.8,24.5577,-3.4497
c03_E100.0_D6.8,100.0,6.8,25.2851,-3.5753
c03_E100.0_D6.8,100.0,6.8,25.5608,-3.6101
c03_E100.0_D6.8,100.0,6.8,28.7392,-4.7153
c03_E100.0_D6.8,100.0,6.8,31.3721,-5.3358
c03_E100.0_D6.8,100.0,6.8,36.4917,-6.2266
c03_E100.0_D6.8,100.0,6.8,36.5814,-6.0730
c03_E100.0_D6.8,100.0,6.8,37.4554,-6.1651
c03_E100.0_D6.8,100.0,6.8,38.5032,-6.4253
c03_E100.0_D6.8,100.0,6.8,42.7435,-6.0930
c03_E100.0_D6.8,100.0,6.8,44.7542,-5.5337
c03_E100.0_D6.8,100.0,6.8,49.6390,-4.6243
c03_E100.0_D6.8,100.0,6.8,49.6893,-4.4775
c03_E100.0_D6.8,100.0,6.8,51.5659,-4.0979
c03_E100.0_D6.8,100.0,6.8,52.4610,-3.7784
c03_E100.0_D6.8,100.0,6.8,55.9116,-2.9005
c03_E100.0_D6.8,100.0,6.8,60.0436,-1.9758
c03_E100.0_D6.8,100.0,6.8,61.3142,-1.6662
c03_E100.0_D6.8,100.0,6.8,64.6153,-0.9896
c03_E100.0_D6.8,100.0,6.8,66.9635,-0.6519
c03_E100.0_D6.8,100.0,6.8,68.1466,-0.5611
c03_E100.0_D6.8,100.0,6.8,68.6301,-0.4036
c03_E100.0_D6.8,100.0,6.8,71.8626,-0.1674
c03_E100.0_D6.8,100.0,6.8,75.4308,-0.0263
c03_E100.0_D6.8,100.0,6.8,76.8651,-0.0325
c03_E100.0_D6.8,100.0,6.8,80.1241,0.1592
c03_E100.0_D6.8,100.0,6.8,82.1856,0.2755
c03_E100.0_D6.8,100.0,6.8,83.0214,0.1392
c03_E100.0_D6.8,100.0,6.8,89.2890,0.2214
c03_E100.0_D6.8,100.0,6.8,90.4503,0.1773
c03_E100.0_D6.8,100.0,6.8,92.4805,0.1899
c03_E100.0_D6.8,100.0,6.8,95.8611,0.2714
c03_E100.0_D6.8,100.0,6.8,99.4321,-0.0063
c03_E100.0_D6.8,100.0,6.8,102.0937,-0.0436
c03_E100.0_D6.8,100.0,6.8,105.7693,0.0469
c03_E100.0_D6.8,100.0,6.8,106.3438,0.0872
c03_E100.0_D6.8,100.0,6.8,107.7469,-0.0556
c03_E100.0_D6.8,100.0,6.8,108.9821,0.0570
c03_E100.0_D6.8,100.0,6.8,111.2274,0.1330
c03_E100.0_D6.8,100.0,6.8,117.3086,0.0271
c03_E100.0_D6.8,100.0,6.8,120.7725,0.1054
c03_E100.0_D6.8,100.0,6.8,121.1870,0.0940
c03_E100.0_D6.8,100.0,6.8,122.6047,0.1252
c03_E100.0_D6.8,100.0,6.8,126.1362,0.0438
c03_E100.0_D6.8,100.0,6.8,129.5488,0.3903
c03_E100.0_D6.8,100.0,6.8,132.1542,-0.0274
c03_E100.0_D6.8,100.0,6.8,132.8818,0.0680
c03_E100.0_D6.8,100.0,6.8,134.4830,0.0008
c03_E100.0_D6.8,100.0,6.8,139.1016,0.0779
c03_E100.0_D6.8,100.0,6.8,139.7010,0.0309
c03_E100.0_D6.8,100.0,6.8,145.3683,0.0044
c03_E100.0_D6.8,100.0,6.8,148.5610,-0.0182
c03_E100.0_D6.8,100.0,6.8,152.1686,-0.0877
c03_E100.0_D6.8,100.0,6.8,155.0532,-0.1273
c03_E100.0_D6.8,100.0,6.8,156.6017,0.0441
c03_E100.0_D6.8,100.0,6.8,157.1300,0.1092
c03_E100.0_D6.8,100.0,6.8,159.0531,0.1518
c03_E100.0_D6.8,100.0,6.8,165.5813,-0.0417
c03_E100.0_D6.8,100.0,6.8,167.8652,-0.0219
c03_E100.0_D6.8,100.0,6.8,171.4954,0.0062
c03_E100.0_D6.8,100.0,6.8,172.6496,0.1299
c03_E100.0_D6.8,100.0,6.8,173.3562,0.1206
c03_E100.0_D6.8,100.0,6.8,173.3567,-0.0118
c03_E100.0_D6.8,100.0,6.8,177.4264,-0.1285
c03_E100.0_D6.8,100.0,6.8,185.1037,-0.0300
c03_E100.0_D6.8,100.0,6.8,185.2277,-0.0446
c03_E100.0_D6.8,100.0,6.8,185.3008,-0.0819
c03_E100.0_D6.8,100.0,6.8,185.9704,-0.0354
c03_E100.0_D6.8,100.0,6.8,188.2102,-0.0824
c03_E100.0_D6.8,100.0,6.8,188.4282,-0.0883
c03_E100.0_D6.8,100.0,6.8,191.7423,0.0018
c03_E100.0_D6.8,100.0,6.8,194.9691,0.0435
c03_E100.0_D6.8,100.0,6.8,197.3621,-0.1138
c03_E100.0_D6.8,100.0,6.8,198.6174,-0.0504
c04_E100.0_D7.2,100.0,7.2,0.0000,3.1249
c04_E100.0_D7.2,100.0,7.2,2.5386,2.7808
c04_E100.0_D7.2,100.0,7.2,4.9565,2.3769
c04_E100.0_D7.2,100.0,7.2,6.8599,1.9811
c04_E100.0_D7.2,100.0,7.2,7.9467,1.6649
c04_E100.0_D7.2,100.0,7.2,9.7811,1.1879
c04_E100.0_D7.2,100.0,7.2,10.5000,1.0165
c04_E100.0_D7.2,100.0,7.2,14.0230,0.0140
c04_E100.0_D7.2,100.0,7.2,14.3749,0.0107
c04_E100.0_D7.2,100.0,7.2,18.0498,-1.0971
c04_E100.0_D7.2,100.0,7.2,18.2065,-1.1379
c04_E100.0_D7.2,100.0,7.2,23.9302,-3.2693
c04_E100.0_D7.2,100.0,7.2,24.0274,-3.2704
c04_E100.0_D7.2,100.0,7.2,24.2393,-3.2453
c04_E100.0_D7.2,100.0,7.2,26.1402,-4.0625
c04_E100.0_D7.2,100.0,7.2,30.7956,-5.1563
c04_E100.0_D7.2,100.0,7.2,35.1033,-6.0734
c04_E100.0_D7.2,100.0,7.2,35.2964,-6.1789
c04_E100.0_D7.2,100.0,7.2,36.9125,-6.1010
c04_E100.0_D7.2,100.0,7.2,46.4361,-5.2304
c04_E100.0_D7.2,100.0,7.2,47.8396,-5.1784
c04_E100.0_D7.2,100.0,7.2,49.0211,-4.7852
c04_E100.0_D7.2,100.0,7.2,53.2136,-3.6660
c04_E100.0_D7.2,100.0,7.2,53.4530,-3.7261
c04_E100.0_D7.2,100.0,7.2,54.7323,-3.1993
c04_E100.0_D7.2,100.0,7.2,55.8177,-3.1493
c04_E100.0_D7.2,100.0,7.2,63.8828,-1.0374
c04_E100.0_D7.2,100.0,7.2,64.3770,-1.1641
c04_E100.0_D7.2,100.0,7.2,64.7472,-1.0291
c04_E100.0_D7.2,100.0,7.2,70.5286,-0.1723
c04_E100.0_D7.2,100.0,7.2,72.7903,0.0420
c04_E100.0_D7.2,100.0,7.2,75.6218,-0.0500
c04_E100.0_D7.2,100.0,7.2,76.8024,-0.0085
c04_E100.0_D7.2,100.0,7.2,76.9419,-0.0922
c04_E100.0_D7.2,100.0,7.2,78.9812,0.0612
c04_E100.0_D7.2,100.0,7.2,80.5527,-0.0229
c04_E100.0_D7.2,100.0,7.2,81.5261,0.1845
c04_E100.0_D7.2,100.0,7.2,92.1302,0.1339
c04_E100.0_D7.2,100.0,7.2,96.4755,0.2768
c04_E100.0_D7.2,100.0,7.2,97.2627,0.0962
c04_E100.0_D7.2,100.0,7.2,98.6646,0.1859
c04_E100.0_D7.2,100.0,7.2,101.9068,0.0735
c04_E100.0_D7.2,100.0,7.2,103.2655,0.0831
c04_E100.0_D7.2,100.0,7.2,103.5018,0.0167
c04_E100.0_D7.2,100.0,7.2,104.0572,0.2232
c04_E100.0_D7.2,100.0,7.2,104.8823,0.0636
c04_E100.0_D7.2,100.0,7.2,109.2751,0.0220
c04_E100.0_D7.2,100.0,7.2,113.1306,0.1835
c04_E100.0_D7.2,100.0,7.2,114.5497,0.0312
c04_E100.0_D7.2,100.0,7.2,117.9294,0.1496
c04_E100.0_D7.2,100.0,7.2,119.8314,-0.1151
c04_E100.0_D7.2,100.0,7.2,121.0234,0.1245
c04_E100.0_D7.2,100.0,7.2,121.6645,-0.0021
c04_E100.0_D7.2,100.0,7.2,124.8725,0.0774
c04_E100.0_D7.2,100.0,7.2,126.2984,-0.0766
c04_E100.0_D7.2,100.0,7.2,129.0481,0.0202
c04_E100.0_D7.2,100.0,7.2,130.8869,0.0293
c04_E100.0_D7.2,100.0,7.2,131.7385,0.0643
c04_E100.0_D7.2,100.0,7.2,133.2390,0.0215
c04_E100.0_D7.2,100.0,7.2,138.0680,-0.2108
c04_E100.0_D7.2,100.0,7.2,138.1097,-0.0033
c04_E100.0_D7.2,100.0,7.2,138.6168,-0.0296
c04_E100.0_D7.2,100.0,7.2,141.1069,0.0810
c04_E100.0_D7.2,100.0,7.2,144.6044,-0.0088
c04_E100.0_D7.2,100.0,7.2,145.5844,-0.0317
c04_E100.0_D7.2,100.0,7.2,152.7159,-0.0215
c04_E100.0_D7.2,100.0,7.2,153.2508,-0.2678
c04_E100.0_D7.2,100.0,7.2,153.2944,0.1676
c04_E100.0_D7.2,100.0,7.2,154.1617,0.2067
c04_E100.0_D7.2,100.0,7.2,158.3148,0.0120
c04_E100.0_D7.2,100.0,7.2,160.5252,-0.0705
c04_E100.0_D7.2,100.0,7.2,161.8715,0.0461
c04_E100.0_D7.2,100.0,7.2,163.1550,-0.0174
c04_E100.0_D7.2,100.0,7.2,169.2277,0.0330
c04_E100.0_D7.2,100.0,7.2,169.8570,-0.1090
c04_E100.0_D7.2,100.0,7.2,171.1296,0.0709
c04_E100.0_D7.2,100.0,7.2,172.4998,0.0710
c04_E100.0_D7.2,100.0,7.2,173.4180,0.0099
c04_E100.0_D7.2,100.0,7.2,177.2845,0.0080
c04_E100.0_D7.2,100.0,7.2,178.9129,-0.0122
c04_E100.0_D7.2,100.0,7.2,180.0809,-0.0153
c04_E100.0_D7.2,100.0,7.2,184.5785,-0.0932
c04_E100.0_D7.2,100.0,7.2,189.9117,0.0444
c04_E100.0_D7.2,100.0,7.2,191.5494,0.0226
c04_E100.0_D7.2,100.0,7.2,192.8802,0.0909
c04_E100.0_D7.2,100.0,7.2,193.6093,0.0841
c04_E100.0_D7.2,100.0,7.2,196.5254,0.0946
c04_E100.0_D7.2,100.0,7.2,200.0000,0.0909
c05_E100.0_D7.6,100.0,7.6,0.0000,3.0871
c05_E100.0_D7.6,100.0,7.6,5.7632,1.9983
c05_E100.0_D7.6,100.0,7.6,7.0091,1.9572
c05_E100.0_D7.6,100.0,7.6,7.6191,1.5713
c05_E100.0_D7.6,100.0,7.6,7.8722,1.7606
c05_E100.0_D7.6,100.0,7.6,10.9835,1.0977
c05_E100.0_D7.6,100.0,7.6,12.6297,0.3981
c05_E100.0_D7.6,100.0,7.6,21.5064,-2.4903
c05_E100.0_D7.6,100.0,7.6,24.1796,-3.4067
c05_E100.0_D7.6,100.0,7.6,29.0093,-5.0316
c05_E100.0_D7.6,100.0,7.6,30.9678,-5.4854
c05_E100.0_D7.6,100.0,7.6,31.6383,-5.7320
c05_E100.0_D7.6,100.0,7.6,34.0426,-6.2704
c05_E100.0_D7.6,100.0,7.6,35.2227,-6.3830
c05_E100.0_D7.6,100.0,7.6,39.5631,-6.5800
c05_E100.0_D7.6,100.0,7.6,41.4235,-6.1628
c05_E100.0_D7.6,100.0,7.6,42.6269,-6.0523
c05_E100.0_D7.6,100.0,7.6,44.9398,-5.7933
c05_E100.0_D7.6,100.0,7.6,45.3911,-5.8817
c05_E100.0_D7.6,100.0,7.6,46.6746,-5.4361
c05_E100.0_D7.6,100.0,7.6,48.1776,-5.0894
c05_E100.0_D7.6,100.0,7.6,48.3525,-5.0805
c05_E100.0_D7.6,100.0,7.6,54.8334,-3.3320
c05_E100.0_D7.6,100.0,7.6,56.2743,-2.9450
c05_E100.0_D7.6,100.0,7.6,57.6160,-2.4843
c05_E100.0_D7.6,100.0,7.6,59.5555,-2.0892
c05_E100.0_D7.6,100.0,7.6,66.9043,-0.5084
c05_E100.0_D7.6,100.0,7.6,68.8785,-0.5064
c05_E100.0_D7.6,100.0,7.6,69.1180,-0.5424
c05_E100.0_D7.6,100.0,7.6,71.7433,-0.1893
c05_E100.0_D7.6,100.0,7.6,72.1984,-0.1971
c05_E100.0_D7.6,100.0,7.6,79.0897,0.1675
c05_E100.0_D7.6,100.0,7.6,80.2548,0.1387
c05_E100.0_D7.6,100.0,7.6,80.3896,0.0828
c05_E100.0_D7.6,100.0,7.6,82.2814,0.0853
c05_E100.0_D7.6,100.0,7.6,84.6608,0.2280
c05_E100.0_D7.6,100.0,7.6,89.4876,0.2125
c05_E100.0_D7.6,100.0,7.6,90.6347,-0.0079
c05_E100.0_D7.6,100.0,7.6,94.7139,0.1948
c05_E100.0_D7.6,100.0,7.6,98.3683,0.2406
c05_E100.0_D7.6,100.0,7.6,100.4579,0.3076
c05_E100.0_D7.6,100.0,7.6,104.4272,0.1671
c05_E100.0_D7.6,100.0,7.6,106.9526,0.2590
c05_E100.0_D7.6,100.0,7.6,108.7359,0.2089
c05_E100.0_D7.6,100.0,7.6,110.6250,0.1455
c05_E100.0_D7.6,100.0,7.6,113.3203,-0.1186
c05_E100.0_D7.6,100.0,7.6,114.9519,0.0804
c05_E100.0_D7.6,100.0,7.6,115.3102,0.2247
c05_E100.0_D7.6,100.0,7.6,117.8126,0.1241
c05_E100.0_D7.6,100.0,7.6,120.2988,-0.1200
c05_E100.0_D7.6,100.0,7.6,123.2456,0.1173
c05_E100.0_D7.6,100.0,7.6,125.9119,0.3374
c05_E100.0_D7.6,100.0,7.6,128.0591,-0.0283
c05_E100.0_D7.6,100.0,7.6,128.3544,-0.0659
c05_E100.0_D7.6,100.0,7.6,130.4500,0.0362
c05_E100.0_D7.6,100.0,7.6,131.0474,0.2853
c05_E100.0_D7.6,100.0,7.6,136.8969,0.0653
c05_E100.0_D7.6,100.0,7.6,139.1634,0.0315
c05_E100.0_D7.6,100.0,7.6,139.4329,0.0229
c05_E100.0_D7.6,100.0,7.6,147.9645,0.0584
c05_E100.0_D7.6,100.0,7.6,148.2202,0.0903
c05_E100.0_D7.6,100.0,7.6,150.8234,0.1760
c05_E100.0_D7.6,100.0,7.6,151.8213,0.0871
c05_E100.0_D7.6,100.0,7.6,154.8407,0.0297
c05_E100.0_D7.6,100.0,7.6,157.7497,-0.0459
c05_E100.0_D7.6,100.0,7.6,161.1422,0.1253
c05_E100.0_D7.6,100.0,7.6,162.1882,0.0451
c05_E100.0_D7.6,100.0,7.6,170.4934,0.2006
c05_E100.0_D7.6,100.0,7.6,172.5968,-0.1068
c05_E100.0_D7.6,100.0,7.6,173.4772,-0.0080
c05_E100.0_D7.6,100.0,7.6,174.4725,-0.1598
c05_E100.0_D7.6,100.0,7.6,180.5110,0.0873
c05_E100.0_D7.6,100.0,7.6,180.8603,-0.0388
c05_E100.0_D7.6,100.0,7.6,181.8998,0.1927
c05_E100.0_D7.6,100.0,7.6,186.9020,0.0570
c05_E100.0_D7.6,100.0,7.6,186.9555,-0.2379
c05_E100.0_D7.6,100.0,7.6,192.8226,-0.0418
c05_E100.0_D7.6,100.0,7.6,195.0984,-0.0018
c05_E100.0_D7.6,100.0,7.6,195.1275,0.0802
c05_E100.0_D7.6,100.0,7.6,195.6114,-0.0051
c05_E100.0_D7.6,100.0,7.6,197.1820,0.0807
c05_E100.0_D7.6,100.0,7.6,200.0000,0.0427
c06_E100.0_D8.0,100.0,8.0,0.0348,3.2017
c06_E100.0_D8.0,100.0,8.0,0.8301,3.1303
c06_E100.0_D8.0,100.0,8.0,4.5086,2.2423
c06_E100.0_D8.0,100.0,8.0,10.5332,1.1290
c06_E100.0_D8.0,100.0,8.0,12.1771,0.5402
c06_E100.0_D8.0,100.0,8.0,12.1953,0.4235
c06_E100.0_D8.0,100.0,8.0,18.6657,-1.6195
c06_E100.0_D8.0,100.0,8.0,19.9668,-1.8486
c06_E100.0_D8.0,100.0,8.0,23.1555,-3.2541
c06_E100.0_D8.0,100.0,8.0,24.0972,-3.3266
c06_E100.0_D8.0,100.0,8.0,25.2153,-4.0323
c06_E100.0_D8.0,100.0,8.0,26.1307,-4.1682
c06_E100.0_D8.0,100.0,8.0,26.4977,-4.2171
c06_E100.0_D8.0,100.0,8.0,28.6252,-4.8513
c06_E100.0_D8.0,100.0,8.0,30.0215,-5.3057
c06_E100.0_D8.0,100.0,8.0,31.3447,-5.6434
c06_E100.0_D8.0,100.0,8.0,33.5550,-6.2162
c06_E100.0_D8.0,100.0,8.0,38.3884,-6.4103
c06_E100.0_D8.0,100.0,8.0,40.3363,-6.4580
c06_E100.0_D8.0,100.0,8.0,43.0628,-6.1987
